Program,UW Course Code,UW Course,Foreign Course,Host University,Year Taken,
Mechatronics Engineering ,MTE 322,MTE 322 - Electromechanical Machine Design,ME2102 - Engineering Innovation and Modelling,National University of Singapore ,2020,
Mechatronics Engineering ,MTE 322,MTE 322 - Electromechanical Machine Design,ME2102 - Engineering Innovation and Modelling,National University of Singapore ,2020,
Mechatronics Engineering ,MTE 322,MTE 322 - Electromechanical Machine Design,ME2102 - Engineering Innovation and Modelling,National University of Singapore ,2020,
Mechatronics Engineering ,MTE 360,MTE 360 - Automatic Control Systems,EE3331C - Feedback Control Systems,National University of Singapore ,2022,
Mechatronics Engineering ,MTE 360,MTE 360 - Automatic Control Systems,ME2142 - Feedback Control Systems,National University of Singapore ,2020,
Mechatronics Engineering ,MTE 360,MTE 360 - Automatic Control Systems,ME2142 - Feedback Control Systems,National University of Singapore ,2020,
Mechatronics Engineering ,MTE 360,MTE 360 - Automatic Control Systems,ME2142 - Feedback Control Systems,National University of Singapore ,2020,
Mechatronics Engineering ,MTE 360,MTE 360 - Automatic Control Systems,ME2142 - Feedback Control Systems,National University of Singapore ,2020,
Mechatronics Engineering ,MTE 380,MTE 380 - Mechatronics Engineering Design Workshop,ESP3902 - Major Design Project 1,National University of Singapore ,2022,
Mechatronics Engineering ,MTE 380,MTE 380 - Mechatronics Design Workshop,EE3031 - Innovation and Enterprise I,National University of Singapore ,2020,
Mechatronics Engineering ,MTE 380,MTE 380 - Mechatronics Design Workshop,EE3031 - Innovation and Enterprise I,National University of Singapore ,2020,
Mechatronics Engineering ,MTE 380,MTE 380 - Mechatronics Design Workshop,EE3031 - Innovation and Enterprise I,National University of Singapore ,2020,
Mechatronics Engineering ,MTE 380,MTE 380 - Mechatronics Design Workshop,EE3031 - Innovation and Enterprise I,National University of Singapore ,2020,
Nanotechnology Engineering,ECE 250,ECE 250 - Algorithm and Data Structures,BIE-AG1 - Algorithms and Graphs 1,Czech Technical University ,2019,
Nanotechnology Engineering,ECE 318,ECE 318 - Communication System 1,AE1B37KEL - Communication and Electronics,Czech Technical University ,2019,
Nanotechnology Engineering,ECE 358,ECE 358 - Computer Networks,BE2B32DAT - Data Networks,Czech Technical University ,2019,
Nanotechnology Engineering,ECE 637,ECE 637 - Digital CMOS Integrated Circuits,EE4610 - Digital IC Design I,Delft University of Technology ,2019,
Nanotechnology Engineering,GENE 21N,GENE 21N - technical elective,053368 - Polymer and Composites Failure and Durability,Politecnico di Milano ,2019,
Nanotechnology Engineering,GENE 21N,GENE 21N - technical elective,096214 - Special Chemical Technologies: Renewable Raw Materials,Politecnico di Milano ,2019,
Nanotechnology Engineering,GENE 21N,GENE 21N - technical elective,054915 - Processes of Food Industry,Politecnico di Milano ,2019,
Nanotechnology Engineering,GENE 21N,GENE 21N - technical elective,053368 - Polymer and Composites Failure and Durability,Politecnico di Milano ,2019,
Nanotechnology Engineering,GENE 21N,GENE 21N - technical elective,096214 - Special Chemical Technologies: Renewable Raw Materials,Politecnico di Milano ,2019,
Nanotechnology Engineering,GENE 21N,GENE 21N - technical elective,MLE3202 - Materials for Biointerfaces,National University of Singapore ,2019,
Nanotechnology Engineering,GENE 21N,GENE 21N - technical elective,MLE4208 - Photovoltaic Materials,National University of Singapore ,2019,
Nanotechnology Engineering,GENE 21N,GENE 21N - technical elective,BE2B32DIT - Digital Engineering,Czech Technical University ,2019,
Nanotechnology Engineering,GENE 21N,GENE 21N - technical elective,BE2B17OKS - Optical Communication System,Czech Technical University ,2019,
Nanotechnology Engineering,GENE 21N,GENE 21N - technical elective,BE2B32DIT - Digital Engineering,Czech Technical University ,2019,
Nanotechnology Engineering,GENE 21N,GENE 21N - technical elective,AE4ASM103 - Functional Coating,Delft University of Technology ,2019,
Nanotechnology Engineering,GENE 21N,GENE 21N - technical elective,LB2801 - Bio-based Materials in a Circular Economy,Delft University of Technology ,2019,
Nanotechnology Engineering,GENE 21N,GENE 21N - technical elective,EE3105TU - Sustainable Energy Technologies,Delft University of Technology ,2019,
Nanotechnology Engineering,GENE 21N,GENE 21N - technical elective,BM41035 - Biomaterials,Delft University of Technology ,2019,
Nanotechnology Engineering,GENE 21N,GENE 21N - technical elective,BM41035 - Biomaterials,Delft University of Technology ,2019,
Nanotechnology Engineering,GENE 21N,GENE 21N - technical elective,EE3105TU - Sustainable Energy Technologies,Delft University of Technology ,2019,
Nanotechnology Engineering,GENE 21N,GENE 21N - technical elective,NB4130TU - BioLogic,Delft University of Technology ,2019,
Nanotechnology Engineering,GENE 21N,GENE 21N - Photovoltaic Basics,ET4376 - Photovoltaic Basics,Delft University of Technology ,2019,
Nanotechnology Engineering,GENE 21N,GENE 21N - technical elective,NB4130TU - Biologic,Delft University of Technology ,2019,
Nanotechnology Engineering,GENE 21N,GENE 21N - technical elective,LB2801 - Bio-based Materials in a Circular Economy,Delft University of Technology ,2019,
Nanotechnology Engineering,GENE 21N,GENE 21N - technical elective,EE3105TU - Sustainable Energy Technologies,Delft University of Technology ,2019,
Nanotechnology Engineering,GENE 21N,GENE 21N - technical elective,BM41035 - Biomaterials,Delft University of Technology ,2019,
Nanotechnology Engineering,GENE 21N,GENE 21N - technical elective,ME45180 - Energy Storage: Processes  Materials and Equipment,Delft University of Technology ,2018,
Nanotechnology Engineering,GENE 21N,GENE 21N - technical elective,BM41035 - Biomaterials,Delft University of Technology ,2018,
Nanotechnology Engineering,GENE 22C,GENE 22C - complimentary studies elective (list C),SMI105 - Data Visualization,University of Sheffield ,2019,
Nanotechnology Engineering,GENE 22C,GENE 22C - complementary studies elective (list C),GE3210 - Natural Resources Policy and Practice,National University of Singapore ,2019,
Nanotechnology Engineering,GENE 22C,GENE 22C - complimentary studies elective (list C),U16E1101 - Principles of Management,Czech Technical University ,2019,
Nanotechnology Engineering,GENE 22C,GENE 22C - complimentary studies elective (list C),U16E1101 - Principles of Management,Czech Technical University ,2019,
Nanotechnology Engineering,GENE 22D,GENE 22D - complementary studies elective (list C),LAJ1201 - Japanese 1,National University of Singapore ,2019,
Nanotechnology Engineering,GENE 22D,GENE 22D - complimentary studies elective (list D),SL3051 - Introduction to Communications Sciences,Delft University of Technology ,2018,
Nanotechnology Engineering,GENE 22N,GENE 22N - complimentary studies elective,MAS362 - Financial Mathematics,University of Sheffield ,2019,
Nanotechnology Engineering,GENE 22N,GENE 22N - complimentary studies elective,MAS468 - Statistical Programming in R,University of Sheffield ,2019,
Nanotechnology Engineering,MSCI 263,MSCI 263 - Managerial Economics,WM0628TU - Business Economics  Choice of Technique and Innovation,Delft University of Technology ,2019,
Nanotechnology Engineering,MSCI 263,MSCI 263 - Managerial Economics,WM0628TU - Business Economics  Choice of Technique,Delft University of Technology ,2019,
Nanotechnology Engineering,NE 335,NE 335 - Soft Nanomaterials,PHY377 - The Physics of Soft Condesned Matter,University of Sheffield ,2019,
Nanotechnology Engineering,NE 335,NE 335 - Soft Nanomaterials,CH3372a - Soft Matter for Chemical Products (SMP),Delft University of Technology ,2019,
Nanotechnology Engineering,NE 335,NE 335 - Soft Nanomaterials,CH3372A - Soft Matter for Chemical Products (SMP),Delft University of Technology ,2019,
Nanotechnology Engineering,NE 335,NE 335 - Soft Nanomaterials,CH3372a - Soft Matther for Chemical Products,Delft University of Technology ,2019,
Nanotechnology Engineering,NE 336,NE 336 - Micro- and Nano-system Computer-aided Design,MAS369 - Machine Learning,University of Sheffield ,2019,
Nanotechnology Engineering,NE 336,NE 336 - Micro- and Nano-system Computer-aided Design,097685 - Advanced User Interface,Politecnico di Milano ,2019,
Nanotechnology Engineering,NE 336,NE 336 - Micro- and Nano-system Computer-aided Design,097685 - Advanced User Interface,Politecnico di Milano ,2019,
Nanotechnology Engineering,NE 336,NE 336 - Micro and Nano System Computer Aided Design,33647 - Computer-based Introduction to Data Analysis,Technical University of Denmark ,2019,
Nanotechnology Engineering,NE 336,NE 336 - Micro and Nano Systems Computer-aided Design,CN3421 - Process Modeling and Numerical Simulation,National University of Singapore ,2019,
Nanotechnology Engineering,NE 336,NE 336 - Micro and Nano Systems Computer-aided Design,ME4233 - Computational Methods in Fluid Mechanics,National University of Singapore ,2019,
Nanotechnology Engineering,NE 336,NE 336 - Micro- and Nano-system Computer-aided Design,11SIKL - Computer Simulation of Condensed Matter,Czech Technical University ,2019,
Nanotechnology Engineering,NE 336,NE 336 - Micro- and Nano-system Computer-aided Design,11SIKL - Computer Simulation of Condensed Matter,Czech Technical University ,2019,
Nanotechnology Engineering,NE 336,NE 336 - Micro and Nanosystems Computer-Aided Design,CH3132a - Applied Numerical Mathematics,Delft University of Technology ,2019,
Nanotechnology Engineering,NE 336,NE 336 - Micro- and Nano-system Computer-aided Design,CH3132A - Applied Numerical Mathematics,Delft University of Technology ,2019,
Nanotechnology Engineering,NE 336,NE 336 - Micro- and Nanosystems Computer-aided Design,CH3132A - Applied Numerical Mathematics,Delft University of Technology ,2019,
Nanotechnology Engineering,NE 336,NE 336 - Micro and Nanosystem Computer-aided Design,CH3132a - Applied Numerical Mathematics,Delft University of Technology ,2019,
Nanotechnology Engineering,NE 336,NE 336 - Micro and Nanosystem CAD,CH3132A - Applied Numerical Mathematics,Delft University of Technology ,2018,
Nanotechnology Engineering,NE 345,NE 345 - Photonic Materials and Devices,EE4437 - Photonics: Principles and Applications,National University of Singapore ,2019,
Nanotechnology Engineering,NE 345,NE 345 - Photonic Materials and Devices,ET4376 - Photovoltaic Basics,Delft University of Technology ,2019,
Nanotechnology Engineering,NE 345,NE 345 - Photonic Materials and Devices,ET4376 - Photovoltaic Basics,Delft University of Technology ,2018,
Nanotechnology Engineering,NE 352,NE 352 - Surfaces and Interfaces 				(technical elective),28315 - Applied Colloid and Surface Chemistry,Technical University of Denmark ,2019,
Nanotechnology Engineering,NE 353,NE 353 - Nanoprobing and Lithography 				(technical elective),33255 - Fabrication of Micro- and Nano-Structures,Technical University of Denmark ,2019,
Nanotechnology Engineering,NE 353,NE 353 - Nanoprobing and Lithography,NB4020 - High-Resolution Imaging,Delft University of Technology ,2018,
Nanotechnology Engineering,NE 461,NE 461 - Micro and Nano Instruments,33355 - Microelectromechanical Systems (MEMS),Technical University of Denmark ,2019,
Nanotechnology Engineering,NE 461,NE 461 - Micro and Nano Instrumentation,ME3281 - Microsystems Design and Applications,National University of Singapore ,2019,
Nanotechnology Engineering,NE 461,NE 461 - Micro and Nano-instrumentation,EE5439 - Micro/Nano Electromechanical Systems,National University of Singapore ,2019,
Nanotechnology Engineering,NE 481,NE 481 - Nanoscale Biosystems,MAT1411 - Biomaterials I,University of Sheffield ,2019,
Nanotechnology Engineering,NE 499,NE 499 - Topic 2 - Nanomaterials and Sustainable Energy,ESP5403 - Nanomaterials for Energy Systems,National University of Singapore ,2019,
Software Engineering,CHE 161,CHE 161 - Engineering Biology,Introduction to Biochemistry,Kyoto University,2018,
Software Engineering,BIOL 239,BIOL 239 - Genetics,Basic Genetic Engineering,Kyoto University,2018,
Software Engineering,CS 341,CS 341 - Algorithms,15976 - Heuristics and Optimization,Universidad Carlos III de Madrid ,2019,
Software Engineering,CS 343,CS 343 - Concurrent and Parallel Programming,CS453 - Concurrent Algorithms,Ecole Polytechnique Fédérale de Lausanne ,2022,
Software Engineering,CS 343,CS 343 - Concurrent and Parallel Programming,CS453 - Concurrent Algorithms,Ecole Polytechnique Fédérale de Lausanne ,2019,
Software Engineering,CS 343,CS 343 - Concurrent and Parallel Programming,CS453 - Concurrent Algorithms,Ecole Polytechnique Fédérale de Lausanne ,2019,
Software Engineering,CS 343,CS 343 - Concurrent and Parallel Programming,CS453 - Concurrent Algorithms,Ecole Polytechnique Fédérale de Lausanne ,2019,
Software Engineering,CS 343,CS 343 - Concurrent and Parallel Programming,CS453 - Concurrent Algorithms,Ecole Polytechnique Fédérale de Lausanne ,2019,
Software Engineering,CS 348,CS 348 - Introduction to Database Management,CZ2007 - Introduction to Databases,Nanyang Technological University ,2019,
Software Engineering,CS 348,CS 348 - Introduction to Database Management,CZ2007 - Introduction to Databases,Nanyang Technological University ,2019,
Software Engineering,CS 348,CS 348- Databases,50.008 - Database,Singapore University of Technology and Design ,2017,
Software Engineering,CS 349,CS 349 - User Interfaces,13882 - User Interfaces,Universidad Carlos III de Madrid ,2019,
Software Engineering,CS 444,CS 444 - Compiler Construction,CSED423 - Design of Computer,Pohang University of Science and Technology ,2019,
Software Engineering,CS 454,CS 454 - Distributed Systems,CS451 - Distributed Systems,Ecole Polytechnique Fédérale de Lausanne ,2019,
Software Engineering,CS 454,CS 454 - Distributed Systems,CS451 - Distributed Algorithms,Ecole Polytechnique Fédérale de Lausanne ,2019,
Software Engineering,CS 462,CS 462 - Formal Language and Parsing,CSED341 - Automata and Format Languages,Pohang University of Science and Technology ,2019,
Software Engineering,CS 484,CS 484 - Computational Vision,CZ4003 - Computer Vision,Nanyang Technological University ,2019,
Software Engineering,CS 484,CS 484 - Computational Vision,CSED441 - Introduction to Computer Vision,Pohang University of Science and Technology ,2019,
